Wall time,Step,Value
1597772135.218979,0,0.7208498120307922
1597772137.326649,1,0.6931481957435608
1597772139.451918,2,0.6931472420692444
1597772141.571616,3,0.6931470036506653
1597772143.67698,4,0.6931470036506653
1597772145.809177,5,0.6931469440460205
1597772147.904545,6,0.6931469440460205
1597772149.990026,7,0.6931469440460205
1597772152.083009,8,0.6931469440460205
1597772154.178913,9,0.6931469440460205
1597772156.427753,10,0.6931469440460205
