Wall time,Step,Value
1598027186.755501,0,0.5933519601821899
1598027193.530292,1,0.33317017555236816
1598027200.667302,2,0.4256327748298645
1598027207.456109,3,0.2975347936153412
1598027214.142155,4,0.23283028602600098
1598027220.848984,5,0.2606167197227478
1598027227.539911,6,0.23453545570373535
1598027234.252474,7,0.23240871727466583
1598027240.969986,8,0.2068958580493927
1598027247.731539,9,0.2162722945213318
1598027254.414999,10,0.22462895512580872
1598027261.1769,11,0.20048215985298157
1598027267.889162,12,0.16777370870113373
1598027274.565737,13,0.1745743751525879
1598027281.306886,14,0.20035870373249054
1598027287.984339,15,0.2042534053325653
1598027294.752287,16,0.1741078495979309
1598027301.421702,17,0.15039263665676117
1598027308.044549,18,0.1951778084039688
1598027314.682457,19,0.17031382024288177
1598027321.433941,20,0.17729443311691284
1598027328.141354,21,0.1554466187953949
1598027334.897694,22,0.16321727633476257
1598027341.596771,23,0.15179471671581268
1598027348.24722,24,0.16949012875556946
1598027354.906785,25,0.14907066524028778
1598027361.611916,26,0.12689198553562164
1598027368.336532,27,0.12872639298439026
1598027375.103213,28,0.13363955914974213
1598027381.841514,29,0.13410499691963196
1598027388.509223,30,0.14361213147640228
1598027395.264597,31,0.12188591063022614
1598027401.972573,32,0.13324415683746338
1598027408.784675,33,0.14862772822380066
1598027415.505832,34,0.12319783121347427
1598027422.221029,35,0.12479877471923828
1598027428.988879,36,0.10836457461118698
1598027435.754546,37,0.12316146492958069
1598027442.470228,38,0.10138574242591858
1598027449.246993,39,0.10357459634542465
1598027455.968021,40,0.11931580305099487
1598027462.885623,41,0.1498745083808899
1598027470.196434,42,0.13677158951759338
1598027477.559009,43,0.10979220271110535
1598027484.594322,44,0.09849654138088226
1598027491.36114,45,0.10046577453613281
1598027498.290698,46,0.10360109806060791
1598027505.030227,47,0.10389401763677597
1598027512.18182,48,0.11606185883283615
1598027519.206845,49,0.10406098514795303
1598027526.121757,50,0.11015521734952927
1598027533.348499,51,0.10158973932266235
1598027540.564309,52,0.10310147702693939
1598027547.891793,53,0.09923848509788513
1598027555.12112,54,0.09487015753984451
1598027562.044818,55,0.0871572494506836
1598027569.172405,56,0.08906978368759155
1598027576.536967,57,0.07559947669506073
1598027583.463908,58,0.10639863461256027
1598027590.192635,59,0.08913788199424744
1598027597.054624,60,0.08263231068849564
1598027603.809777,61,0.07381167262792587
1598027610.569008,62,0.09673456847667694
1598027617.277843,63,0.10010745376348495
1598027624.052924,64,0.0954236090183258
1598027630.746393,65,0.08244514465332031
1598027637.408788,66,0.09231193363666534
1598027644.152431,67,0.08883937448263168
1598027650.847126,68,0.08760498464107513
1598027657.504572,69,0.08635732531547546
1598027664.229731,70,0.07931248098611832
1598027670.911199,71,0.10223788022994995
1598027677.686422,72,0.08595683425664902
1598027684.411608,73,0.08930767327547073
1598027691.11857,74,0.11788038909435272
1598027697.758788,75,0.0884232297539711
1598027704.497932,76,0.08699791878461838
1598027711.20899,77,0.08756301552057266
1598027717.873337,78,0.0848962590098381
1598027724.601176,79,0.08102402836084366
1598027731.282023,80,0.07020311057567596
1598027738.008362,81,0.07475987076759338
1598027744.676094,82,0.07249194383621216
1598027751.403038,83,0.09753818064928055
1598027758.136669,84,0.23218508064746857
1598027765.002483,85,0.1647409349679947
1598027771.706308,86,0.14613112807273865
1598027778.404674,87,0.11321323364973068
1598027785.050136,88,0.10439040511846542
1598027791.722258,89,0.15739768743515015
1598027798.354696,90,0.11061837524175644
1598027804.998459,91,0.0993608757853508
1598027811.648628,92,0.09284571558237076
1598027818.348906,93,0.08893926441669464
1598027825.067147,94,0.0926288589835167
1598027831.775359,95,0.07947645336389542
1598027838.492389,96,0.09946449846029282
1598027845.162657,97,0.09269654750823975
1598027851.851182,98,0.10892713069915771
1598027858.632953,99,0.08945190161466599
1598027865.350699,100,0.08952076733112335
1598027872.097994,101,0.11016606539487839
1598027878.796497,102,0.11211750656366348
1598027885.500044,103,0.10406792908906937
1598027892.205682,104,0.08628222346305847
1598027898.942885,105,0.1082497090101242
1598027905.660243,106,0.10774897783994675
1598027912.376781,107,0.08314890414476395
1598027919.182243,108,0.084834985435009
1598027925.954075,109,0.0764588862657547
1598027932.681124,110,0.07048752158880234
1598027939.390301,111,0.07853756844997406
1598027946.114921,112,0.08721359819173813
1598027952.817027,113,0.07015866786241531
1598027959.522596,114,0.08483590185642242
1598027966.191198,115,0.07121347635984421
1598027972.894609,116,0.06802384555339813
1598027979.689832,117,0.07511337101459503
1598027986.482466,118,0.08037899434566498
1598027993.283507,119,0.0777418240904808
1598028000.071755,120,0.09268569946289062
1598028006.858826,121,0.08866894990205765
1598028013.597021,122,0.08412862569093704
1598028020.303258,123,0.06496924161911011
1598028027.04834,124,0.0708608329296112
1598028033.79896,125,0.08647451549768448
1598028040.568114,126,0.0812937393784523
1598028047.382935,127,0.06948059052228928
1598028054.219667,128,0.07034553587436676
1598028060.910737,129,0.07220717519521713
1598028067.622306,130,0.07254091650247574
1598028074.335092,131,0.07283010333776474
1598028081.097135,132,0.08166058361530304
1598028087.78195,133,0.0985151156783104
1598028094.503115,134,0.07487062364816666
1598028101.186582,135,0.06531334668397903
1598028107.911199,136,0.0658770278096199
1598028114.628959,137,0.07626509666442871
1598028121.266866,138,0.06566989421844482
1598028128.022661,139,0.09480785578489304
1598028134.771197,140,0.08409851789474487
1598028141.454894,141,0.08584761619567871
1598028148.639368,142,0.06700277328491211
1598028155.678329,143,0.06745332479476929
1598028162.554368,144,0.07646535336971283
1598028169.876408,145,0.06568300724029541
1598028176.794777,146,0.0680147036910057
1598028183.594892,147,0.06134594604372978
1598028190.410363,148,0.08226501941680908
1598028197.331653,149,0.07071501016616821
1598028204.375972,150,0.07233617454767227
1598028211.443424,151,0.0801490768790245
1598028218.447619,152,0.06268700957298279
1598028225.392475,153,0.06935162097215652
1598028232.566564,154,0.07102736830711365
1598028239.570504,155,0.06066153571009636
1598028247.092786,156,0.06251338124275208
1598028255.025545,157,0.074168361723423
1598028262.749856,158,0.062086835503578186
1598028270.597566,159,0.07275664061307907
1598028278.615595,160,0.07690121978521347
1598028287.101579,161,0.07670252025127411
1598028295.347565,162,0.12141691893339157
1598028303.805687,163,0.11436709761619568
1598028312.31513,164,0.06890378892421722
1598028320.718979,165,0.057540059089660645
1598028329.051347,166,0.06843207031488419
1598028337.523572,167,0.06660404056310654
1598028346.082091,168,0.08627847582101822
1598028354.504228,169,0.05909872427582741
1598028363.185602,170,0.0699259415268898
1598028371.517881,171,0.06702199578285217
1598028378.830165,172,0.06841869652271271
1598028386.346974,173,0.08848068118095398
1598028394.04915,174,0.07225396484136581
1598028402.414449,175,0.06229464337229729
1598028410.644886,176,0.06699320673942566
1598028418.983348,177,0.06895691901445389
1598028427.235036,178,0.10895372927188873
1598028435.442561,179,0.0694190040230751
1598028443.498547,180,0.06932692229747772
1598028451.758444,181,0.07915037870407104
1598028459.988047,182,0.06892138719558716
1598028468.035281,183,0.06373659521341324
1598028476.198892,184,0.06604652851819992
1598028484.203356,185,0.05650309845805168
1598028492.35113,186,0.06229132041335106
1598028500.519599,187,0.06577736884355545
1598028508.370895,188,0.06425099074840546
1598028516.087811,189,0.0645257979631424
1598028523.917534,190,0.06837552785873413
1598028531.141074,191,0.06448695063591003
1598028538.363044,192,0.07212916016578674
1598028545.6111,193,0.062258876860141754
1598028553.028142,194,0.0640592947602272
1598028560.526699,195,0.05333586782217026
1598028568.067868,196,0.06053617596626282
1598028575.617081,197,0.0704248771071434
1598028582.992529,198,0.06124730408191681
1598028590.822688,199,0.06549687683582306
1598028598.943968,200,0.05511295422911644
1598028607.169731,201,0.060575760900974274
1598028615.445589,202,0.06063927337527275
1598028623.65537,203,0.10101247578859329
1598028631.824243,204,0.07461033016443253
1598028639.225584,205,0.06146610900759697
1598028646.087235,206,0.06842029839754105
1598028653.611978,207,0.06990603357553482
1598028660.388843,208,0.05372823029756546
1598028667.10642,209,0.05852573364973068
1598028673.814727,210,0.051908187568187714
1598028680.492286,211,0.06610739976167679
1598028687.167822,212,0.05976630747318268
1598028693.87903,213,0.06868857145309448
1598028700.673297,214,0.08514309674501419
1598028707.537536,215,0.08224553614854813
1598028714.268414,216,0.055489640682935715
1598028721.036907,217,0.06199213117361069
1598028727.788766,218,0.07626111060380936
1598028734.614434,219,0.06360594183206558
1598028741.524588,220,0.05353398248553276
1598028748.399003,221,0.060120392590761185
1598028755.54151,222,0.06438169628381729
1598028762.506914,223,0.08058570325374603
1598028769.784004,224,0.06805633008480072
1598028776.531863,225,0.060605451464653015
1598028783.751102,226,0.05754823237657547
1598028791.061865,227,0.06606586277484894
1598028797.788872,228,0.05890122801065445
1598028804.506427,229,0.05277775600552559
1598028811.671479,230,0.08097866922616959
1598028818.737891,231,0.06596222519874573
1598028825.434814,232,0.059044912457466125
1598028832.810424,233,0.06068624556064606
1598028840.34346,234,0.05318858101963997
1598028847.437926,235,0.05222218856215477
1598028854.771816,236,0.052795857191085815
1598028861.611138,237,0.05166543275117874
1598028868.68959,238,0.05317379906773567
1598028875.501102,239,0.06407387554645538
1598028882.581883,240,0.053666722029447556
1598028890.320606,241,0.051595740020275116
1598028897.980718,242,0.05507977306842804
1598028905.449785,243,0.05817347764968872
1598028912.988293,244,0.05768918618559837
