Wall time,Step,Value
1597830730.404105,0,0.7776610851287842
1597830737.160089,1,0.867699146270752
1597830744.052338,2,0.8674366474151611
1597830751.123605,3,0.8956555724143982
1597830759.101587,4,0.9065493941307068
1597830765.857339,5,0.9083869457244873
1597830772.772399,6,0.9161307215690613
1597830779.925105,7,0.907336950302124
1597830786.797814,8,0.9138994812965393
1597830793.651492,9,0.9238744974136353
1597830800.378737,10,0.9135057330131531
1597830807.136953,11,0.9245308041572571
1597830814.112604,12,0.9303058385848999
1597830821.399688,13,0.9342433214187622
1597830828.393064,14,0.9305683374404907
1597830835.616151,15,0.9355558753013611
1597830842.873738,16,0.9241369962692261
1597830849.874133,17,0.9463183879852295
1597830857.207295,18,0.9446121454238892
1597830864.506872,19,0.9564247131347656
1597830871.238454,20,0.9608872532844543
1597830878.276095,21,0.9594435095787048
1597830885.399692,22,0.9582622647285461
1597830892.156199,23,0.9595747590065002
1597830899.137018,24,0.956555962562561
1597830906.246091,25,0.9670560359954834
1597830913.158826,26,0.9658747911453247
1597830920.19473,27,0.9658747911453247
1597830927.283869,28,0.9641685485839844
1597830934.196085,29,0.9665310382843018
1597830941.419118,30,0.9723060727119446
1597830948.624789,31,0.9732248187065125
1597830955.552277,32,0.9745373129844666
1597830962.871028,33,0.9766373634338379
1597830970.24282,34,0.9732248187065125
1597830977.707268,35,0.9775561094284058
1597830985.003453,36,0.977949857711792
1597830991.972077,37,0.9749311208724976
1597830998.978008,38,0.980574905872345
1597831006.006535,39,0.9770311117172241
1597831013.009158,40,0.9699435830116272
1597831019.68625,41,0.9767686128616333
1597831026.84757,42,0.9725685715675354
1597831033.647187,43,0.9762436151504517
1597831040.621224,44,0.9729623198509216
1597831047.384008,45,0.9783436059951782
1597831054.125697,46,0.978606104850769
1597831061.157086,47,0.9721748232841492
1597831068.013406,48,0.9796561002731323
1597831075.143377,49,0.978606104850769
1597831082.55981,50,0.9816249012947083
1597831089.723954,51,0.9784748554229736
1597831096.782254,52,0.978606104850769
1597831103.90731,53,0.9797873497009277
1597831110.72265,54,0.9810999035835266
1597831117.787571,55,0.9818874001502991
1597831124.983786,56,0.9803123474121094
1597831131.924694,57,0.9804436564445496
1597831138.692103,58,0.9771623611450195
1597831145.969113,59,0.9803123474121094
1597831152.795622,60,0.9765061140060425
1597831159.566981,61,0.9833311438560486
1597831166.489279,62,0.9799185991287231
1597831173.395159,63,0.9821498990058899
1597831180.558259,64,0.9813624024391174
1597831187.796006,65,0.9852998852729797
1597831194.620334,66,0.9784748554229736
1597831201.596404,67,0.9839873909950256
1597831208.885201,68,0.9838561415672302
1597831215.84144,69,0.9810999035835266
1597831223.012997,70,0.983462393283844
1597831230.281116,71,0.9787373542785645
1597831237.61136,72,0.9813624024391174
1597831244.896396,73,0.9828061461448669
1597831251.796531,74,0.9826748967170715
1597831258.908108,75,0.9866124391555786
1597831265.9971,76,0.9830686450004578
1597831272.966873,77,0.9793936014175415
1597831279.815131,78,0.9817561507225037
1597831286.578928,79,0.9842498898506165
1597831293.434114,80,0.986743688583374
1597831300.208488,81,0.9831998944282532
1597831307.132485,82,0.9847748875617981
1597831314.092748,83,0.9846436381340027
1597831321.009736,84,0.9824123978614807
1597831327.827485,85,0.9843811392784119
1597831334.556291,86,0.9859561920166016
1597831341.426376,87,0.9871374368667603
1597831348.458349,88,0.984118640422821
1597831355.207198,89,0.9846436381340027
1597831362.038384,90,0.9859561920166016
1597831368.794787,91,0.983462393283844
1597831375.561988,92,0.9866124391555786
1597831382.256414,93,0.9868749380111694
1597831388.973468,94,0.9871374368667603
1597831395.71776,95,0.9863499402999878
1597831402.443275,96,0.9830686450004578
1597831409.152642,97,0.9858248829841614
1597831415.869135,98,0.986087441444397
1597831422.594019,99,0.9850373864173889
1597831429.352935,100,0.9875311851501465
1597831436.120659,101,0.9771623611450195
1597831442.869266,102,0.9501246809959412
1597831449.622378,103,0.981231153011322
1597831456.375242,104,0.9864811897277832
1597831463.123988,105,0.986743688583374
1597831469.808437,106,0.9868749380111694
1597831476.583094,107,0.9850373864173889
1597831483.321838,108,0.9877936840057373
1597831490.060954,109,0.9855623841285706
1597831496.780519,110,0.9875311851501465
1597831503.519039,111,0.9871374368667603
1597831510.264423,112,0.986087441444397
1597831517.018967,113,0.9866124391555786
1597831523.792415,114,0.9880561828613281
1597831530.508689,115,0.9872686862945557
1597831537.295909,116,0.9873999357223511
1597831544.031509,117,0.9892374277114868
1597831550.776676,118,0.9870061874389648
1597831557.548915,119,0.9870061874389648
1597831565.13399,120,0.9876624345779419
1597831572.312423,121,0.9875311851501465
1597831579.049284,122,0.9824123978614807
1597831585.731163,123,0.9736185669898987
1597831592.443479,124,0.9842498898506165
1597831599.150192,125,0.9837248921394348
1597831605.879705,126,0.988318681716919
1597831612.587025,127,0.9871374368667603
1597831619.276088,128,0.9870061874389648
1597831626.038752,129,0.9894999265670776
1597831632.807664,130,0.988974928855896
1597831639.496576,131,0.9892374277114868
1597831646.202862,132,0.9892374277114868
1597831652.927709,133,0.9891061782836914
1597831659.684149,134,0.9897624254226685
1597831666.401655,135,0.9873999357223511
1597831673.245076,136,0.9875311851501465
1597831680.121144,137,0.9900249242782593
1597831686.86475,138,0.9885811805725098
1597831693.636405,139,0.9768998622894287
1597831700.324906,140,0.9881874322891235
1597831707.047211,141,0.989631175994873
1597831713.778944,142,0.9872686862945557
1597831720.472762,143,0.9892374277114868
1597831727.222675,144,0.9897624254226685
1597831733.957417,145,0.9900249242782593
1597831740.721676,146,0.9887124300003052
1597831747.416213,147,0.9898936748504639
1597831754.194396,148,0.9858248829841614
1597831760.893127,149,0.9898936748504639
1597831767.789286,150,0.9901561737060547
1597831774.499057,151,0.9868749380111694
1597831781.239125,152,0.9862186908721924
1597831787.946866,153,0.9868749380111694
1597831794.659636,154,0.9887124300003052
1597831802.145775,155,0.9864811897277832
1597831809.547484,156,0.9795248508453369
1597831816.936364,157,0.9765061140060425
1597831824.103268,158,0.988318681716919
1597831831.21403,159,0.9898936748504639
1597831837.986557,160,0.9885811805725098
1597831844.941621,161,0.9855623841285706
1597831851.733956,162,0.9905499219894409
1597831858.548943,163,0.9873999357223511
1597831865.512108,164,0.9868749380111694
1597831872.542457,165,0.9877936840057373
1597831879.937573,166,0.9872686862945557
